No.,Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,default_profile,default_profile_image,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,Cluster,Cluster
178,1643,2bbc0de5f9a73334862a382b08b8e0f3,2426,?,0,0.5,1918.983333,16,2,191,1,0,0,0.698677,4384,3063,4,464368,cluster1,cluster1
179,8173,e077a2e15be83a1dbbdf07cc24e0d2bb,2424,?,0,0,158.375,18,3,1,1,0,0,0.617284,81,50,3,3085,cluster1,cluster1
180,2200,3a4d0b04896330d68c01e4dd9f0969f1,2419,?,0,0,?,10,1,194,1,0,0,0.511704,31913,16330,1,471176,cluster1,cluster1
181,9140,fc3df0099d0c31e6af8c245775df5a68,2408,?,0,0,?,20,1,27,6,1,0,0.004155,140064,582,1,65237,cluster1,cluster1
182,7524,cd82ecd9fb5b3688a0ceaf894ac3e384,2404,?,0,0,?,5,1,4,0,0,0,0.159234,43973,7002,1,9683,cluster1,cluster1
183,5025,870308e868c435968f9dd1b0bbe2a41f,2386,?,0,1,?,23,1,6,0,0,0,0.104381,11458,1196,1,16167,cluster1,cluster1
184,2040,3620723a99163303b733babdf5b3748d,2384,?,0,0,?,10,1,230,1,0,0,0.826815,5676,4693,1,549633,cluster1,cluster1
185,5920,a1d834cec4df3a61bda26f6dd4b6dab3,2375,?,0,1,2956.444444,14,3.5,71,0,0,0,0.117318,5728,672,7,168912,cluster1,cluster1
186,599,107f36f2636f33e2b6550eeb3af92fb4,2372,?,0,0,?,10,1,111,1,0,0,1.095292,5289,5793,1,263546,cluster1,cluster1
187,6667,b60fc8fbb48e3a84be4f6b214fe5f6ad,2371,?,0,0,322.020052,0,5.909091,15,0,1,0,0.033054,3812,126,65,36476,cluster1,cluster1
188,2504,43d484fc52c03fc9b6adc651228e7164,2360,?,0,2,19.825,13.666667,3,293,0,0,0,0.585526,18930,11084,3,693106,cluster1,cluster1
189,4973,85b0eff0057739c096636f42320dd8ae,2359,?,0,1,?,15,1,3,0,0,0,0.001556,86145,134,1,8236,cluster1,cluster1
190,608,10b8bdbb3ecb3161a7847a9d56766005,2350,?,0,1,?,20,1,10,1,0,0,0.00178,317463,565,1,24833,cluster1,cluster1
191,9177,fd4ae85d151439a5839cac63e3f44b3d,2341,?,0,1,2691.944444,18.75,1.333333,24,0.5,0,0,0.945347,3879,3667,4,57306,cluster1,cluster1
192,4962,856bac4010a038648a7de1e880e1813f,2340,?,0,1,3667.216667,22.5,1,190,0,0,0,0.002428,2059,5,2,445661,cluster1,cluster1
193,3117,54d502a9983e3fbcbfdb8c5f4b106977,2329,?,0,2,?,15,1,24,1,0,0,0.017633,33970,599,1,56347,cluster1,cluster1
194,4901,83931f9520b13e3999f07acb7f0ec536,2322,?,0,0,10050.81667,11,1,5,0,0,0,1.037712,4773,4953,2,12700,cluster1,cluster1
195,748,143d7e8c660b3471b2ee46bc15087bf1,2311,?,0,2,?,15,1,19,1,0,0,0.03038,16063,488,1,44691,cluster1,cluster1
196,9055,f9d78914bf433a7a88f40be70049eca7,2302,?,0,1,309.297222,2.947368,4.75,3,0,0,0,3.965092,487,1931,19,7369,cluster1,cluster1
197,8217,e1b057067e7a3381a0a9efaf0b0a8bdc,2301,?,0,0.5,1813.1,16.5,1,53,1,0,0,1.760211,2840,4999,2,123360,cluster1,cluster1
198,2358,3f60bfcfa6c537d3a36efcc2707f90ca,2300,?,0,0,?,14,1,3,0,0,0,0.649594,48595,31567,1,7943,cluster1,cluster1
199,2849,4d798ebf2a4e30cab10375de849a62bc,2300,?,0,1,3769.594444,9,2,33,0,1,0,0.965059,4293,4143,4,76930,cluster1,cluster1
200,7601,cfa97ebb1da831238c012196bd21c405,2295,?,0,0,?,10,1,14,0,0,0,0.010079,20737,209,1,32960,cluster1,cluster1
201,1820,305cf92f5d4236b9b23dbf706d68f2cc,2292,?,0,1,?,21,1,26,1,0,0,0.14804,95528,14142,1,60719,cluster1,cluster1
202,5322,8fc97681259d37c88aa1bb3fda4ab9e6,2290,?,0,0,?,22,1,16,1,0,0,1.099678,16473,18115,1,37016,cluster1,cluster1
203,6909,bd109fd83011323eaf0bdcf4787cd69b,2290,?,0,1,?,18,1,73,1,0,0,0.00133,21805,29,1,168889,cluster1,cluster1
204,1722,2dc283016cc4339fba9318bbcedc7bc1,2280,?,0,0,?,14,1,1,1,0,0,0.15705,15148,2379,1,4131,cluster1,cluster1
205,4162,70e75e25fe6433f99ad9081d475c529d,2276,?,0,2,?,18,1,6,1,0,0,0.354367,18859,6683,1,14810,cluster1,cluster1
206,4535,7a6d9e1e65a0318e981ac3d4b3681d3c,2274,?,0,0,9390.292857,0,2,235,0,0,0,0.786047,645,507,8,536419,cluster1,cluster1
207,6918,bd5a26a083a636888c4b3204e15529c2,2270,?,0,0,1365.033333,16.5,1,34,1,0,0,0.172638,39632,6842,2,77958,cluster1,cluster1
208,52,015c859804fc3d1d8937aa13c844064e,2267,?,0,1,2929.158333,13.571429,3.5,0,0,0,0,0.611872,219,134,7,1958,cluster1,cluster1
209,310,086b0446a5753234a6f416e795ea9abb,2259,?,0,0,?,15,1,6,0,0,0,0.390582,20577,8037,1,14497,cluster1,cluster1
210,3483,5ee5326b5e053fdf91c8cfbcdd948129,2241,?,0,0,?,0,1,305,0,0,0,1.070468,1859,1990,1,683657,cluster1,cluster1
211,4310,746561df84e83a48a250ebdc2dbf4034,2237,?,0,0,1431.066667,13.5,1,53,0.5,0,0,0.062872,14617,919,2,119565,cluster1,cluster1
212,3579,61728a0fc141321fa9952adafad963e6,2229,?,0,0,0.116667,10.5,2,4,1.5,0,0,0.70696,6767,4784,2,9514,cluster1,cluster1
213,6011,a46335d793ac34d19a0570575ee74a01,2229,?,0,1,0.033333,18,2,320,0,1,0,0.007326,819,6,2,713861,cluster1,cluster1
214,126,0323bcfe2efe32849671f91412162caa,2227,?,0,0,?,28,1,0,1,1,0,0.005847,42585,249,1,1817,cluster1,cluster1
215,5193,8c2b1f0167eb35818689282997d1fc0f,2214,?,0,0.333333,2760.166667,14,1.5,112,1,0,0,2.03362,2439,4960,3,248901,cluster1,cluster1
216,2120,384be3c2ef39324a9f84cf15a3a222dd,2209,?,0,0,?,10,1,5,0,0,0,0.882877,31676,27966,1,11521,cluster1,cluster1
217,4437,77adb0fc9d2a35329e6a1f4e8eafa4b3,2200,?,0,1,?,15,1,227,0,0,0,0.959476,1604,1539,1,501084,cluster1,cluster1
218,6578,b3e6abebfd35367aa845839b28c3546d,2199,?,0,1,4417.05,19.6,1.25,75,0,0,0,1.122771,2411,2707,5,166896,cluster1,cluster1
219,7133,c2e59561e71832069eb957955702630d,2189,?,0,0,1014.295833,8.4,1.666667,61,0.4,0,0,0.20369,10570,2153,5,134164,cluster1,cluster1
220,752,145a97068e8f36dd8808548976909846,2188,?,0,1,?,23,1,49,0,0,0,0.937175,30195,28298,1,108450,cluster1,cluster1
221,4855,8296d658a1163ffcb92e100502906765,2187,?,0,1,?,18,1,137,0,0,0,0,1091,0,1,301338,cluster1,cluster1
222,8854,f41dc48f13e23b4eabe8327cb3ddbd58,2178,?,0,1,?,17,1,136,0,0,0,1.095972,5189,5687,1,297444,cluster1,cluster1
223,7028,c006371919a53b689e99c8260f0929b8,2172,?,0,2,?,19,1,25,0,0,0,0.000889,31483,28,1,56429,cluster1,cluster1
224,1508,2818cd5055293ed5be41315b98a4cac7,2160,?,0,1,9120.275,18,1,8,0,0,0,0.903349,7884,7122,3,18106,cluster1,cluster1
225,8721,f0701f41e7553539bc9787d67cbdebe5,2158,?,0,0,?,2,1,6,1,0,0,0.481324,49395,23775,1,14148,cluster1,cluster1
226,4718,7f6d2229ea68350cafd57b45ed7a72c6,2157,?,0,1.25,2974.866667,15.5,1.333333,165,0.5,1,0,0.000411,2434,1,4,356225,cluster1,cluster1
227,5547,964bdb6efb7c3c9687ebf66047cbc281,2145,?,0,2,?,18,1,91,1,0,0,0.439556,25569,11239,1,195704,cluster1,cluster1
228,8774,f2124592a17834f1b85d8fdc4f747d97,2145,?,0,0,?,0,1,16,0,0,0,0.72532,53171,38566,1,34983,cluster1,cluster1
229,1447,26a80f882c19355a88c7602ef369cd38,2142,?,0,2,?,13,1,114,0,0,0,0.64278,16718,10746,1,244634,cluster1,cluster1
230,108,02b1652188453137a4d6cc6dec8fa785,2116,?,0,2,?,19,1,10,0,0,0,0.04774,84143,4017,1,21390,cluster1,cluster1
231,85,023793c9fff7360985479ba233e2c1d1,2110,?,0,0.333333,3758.408333,14.333333,1.5,71,1,0,0,1.431298,3406,4875,3,150781,cluster1,cluster1
232,6814,ba002959e39e3a48bf7fd150249c17e6,2107,?,0,1,9867.866667,17.333333,1.5,486,0,1,0,0.382353,5984,2288,3,1025614,cluster1,cluster1
233,2315,3e0820fdab6f3329b8cfaf1be2df57ab,2103,?,0,1.75,4.388889,12.75,4,1,0,0,0,1.497507,1003,1502,4,2444,cluster1,cluster1
234,7338,c859ec768e7a34bb8d2cf840703bcba8,2096,?,0,0.4,1411.808333,14.4,1.666667,279,1,1,0,1.095622,4842,5305,5,586316,cluster1,cluster1
235,5441,9330987949b93cd1a42b60e6edfd9a08,2094,?,0,1,4409.470833,19.6,1.25,58,0,1,0,1.104489,2718,3002,5,122114,cluster1,cluster1
236,3006,51bdbea50674395197daca096d0dc4ff,2091,?,0,1,?,17,1,41,0,1,0,0.879497,145108,127622,1,86489,cluster1,cluster1
237,6541,b33551ba807434238ecd05236ec5417b,2091,?,0,2,1476.133333,21,1,1,2.5,0,0,0.848601,7041,5975,2,2575,cluster1,cluster1
238,106,029fee486bbe3549b4de6f0fd53a3ec7,2074,?,0,0,?,11,1,28,1,0,0,0.011102,12790,142,1,59625,cluster1,cluster1
239,4947,8513a8822f313c7faa35f7c0d93a1bed,2061,?,0,0,?,10,1,131,1,0,0,1.036209,8230,8528,1,271751,cluster1,cluster1
240,1347,23a7aa246eac396e804266f4bd5fe122,2060,?,0,1.285714,2599.008333,12.142857,2.333333,0,0.285714,0,0,1.974684,79,156,7,76,cluster1,cluster1
241,27,00d71d5ac0c83540b9bdcbf47d1b5588,2059,?,0,1,176.216667,15,2,393,0,0,1,0.130785,497,65,2,809515,cluster1,cluster1
242,8164,e0452ae1886a3afd93a32fdb99cef404,2054,?,0,1,?,9,1,237,0,0,0,0.893006,2888,2579,1,487965,cluster1,cluster1
243,1811,302ce8e1542b365bbffbdf827e302a05,2048,?,0,0,?,10,1,142,1,0,0,0.967386,9873,9551,1,292278,cluster1,cluster1
244,5861,9fb270f2cd8f32b9989af03376346097,2035,?,0,2,?,13,1,226,0,1,0,0.54698,596,326,1,461648,cluster1,cluster1
245,8884,f50ef851540939c381f77e70e2f31600,2033,?,0,1,?,17,1,69,0,0,0,0.000455,70334,32,1,140586,cluster1,cluster1
246,4693,7e8923c3b26636d286fca5d6b8d565a7,2023,?,0,2,858.783333,16,1,1,2.5,0,0,0.706062,13428,9481,2,2634,cluster1,cluster1
247,6965,be6f3249f7983183a2e4baec81a4288e,2013,?,0,0,?,7,1,94,0,0,0,0.872403,15212,13271,1,191202,cluster1,cluster1
248,8318,e4e1c22da084336c9ba760f83e79680f,2013,?,0,2,?,17,1,5,0,0,0,0.000052,19123,1,1,10314,cluster1,cluster1
249,2798,4bc3853c5c1e3b599688f7e2191d4268,2012,?,0,0,?,10,1,226,1,0,0,1.096904,5717,6271,1,456148,cluster1,cluster1
250,4575,7b7978e399c831b49f83e394b9c67608,2010,?,0,2,1556.431818,16.666667,2,12,0,0,0,0.000838,585036,490,12,24365,cluster1,cluster1
251,7060,c0e0755309ae3e8191e0e7bb098e2cfe,2006,?,0,1,16440.01667,12.5,1,139,0,0,0,1.093839,4934,5397,2,279035,cluster1,cluster1
252,8725,f0879c8693ae3e96b04a3c17b28d92f8,2005,?,0,1,4350.045833,14.6,1.25,27,0,0,0,0.000063,31901,2,5,55405,cluster1,cluster1
253,3305,5a22169d803b3e03aaa24620904805f1,1984,?,0,0,?,10,1,116,1,0,0,1.02975,7227,7442,1,231420,cluster1,cluster1
254,5386,918142f1cd7b3a74ab56cc6dc6e30104,1983,?,0,0,?,26,1,3,2,0,0,0.008879,301496,2677,1,6344,cluster1,cluster1
255,6515,b2806f88ab69343bb8be350abc7d6ee6,1980,?,0,1,?,17,1,25,0,0,0,0.220502,10526,2321,1,49594,cluster1,cluster1
256,7311,c7b7b6e53f96353791d0700ae1a0ff25,1978,?,0,1,0.133333,20,3,0,0,0,0,0.558571,700,391,3,1604,cluster1,cluster1
257,3630,62d0bfc882263e9f99437cec23dad462,1977,?,0,0,?,13,1,142,0,0,0,0.002053,27274,56,1,280818,cluster1,cluster1
258,8135,df67e2498bfa34ec8626e438e92eda0b,1971,?,0,0,32.983333,0,2,346,0,0,0,0.757219,5264,3986,2,682955,cluster1,cluster1
259,8302,e46020c971953d9aa4015a000e953618,1964,?,0,0,?,10,1,151,1,0,0,1.191859,3341,3982,1,296647,cluster1,cluster1
260,7907,d8b2a3e513b8346fb9ba8007f2348e7b,1962,?,0,0,859.272222,0,2,245,0,0,0,0.735219,2334,1716,10,482504,cluster1,cluster1
261,3653,6343dc3298343d4780f6242dd553a2fd,1956,?,0,2,?,13,1,140,0,0,0,0.003816,128413,490,1,274842,cluster1,cluster1
262,6751,b8114a4c3cd03fb4a6ea2e2a3486ee6c,1952,?,0,0,0.116667,10.5,2,71,1.5,0,0,0.947097,5633,5335,2,138748,cluster1,cluster1
263,1693,2d39365458ba3fefab03b0b6071964f7,1946,?,0,3,477.767829,12.409091,4,30,0,0,0,0.92628,58437,54129,44,59282,cluster1,cluster1
264,3893,69b4c1ac7b743437a0fb9f92f8457389,1945,?,0,1,3.483333,15.5,2,15,0,0,0,1.155484,2161,2497,2,30562,cluster1,cluster1
265,6417,afd046563e7835f9997cb0c373ee0430,1941,?,0,0,?,14,1,49,3,1,0,0.831077,51787,43039,1,95500,cluster1,cluster1
266,5354,909a984096b83a8ba3747bfbf599cb08,1937,?,0,1,?,18,1,29,0,0,0,1.005841,51702,52004,1,57711,cluster1,cluster1
267,3594,61da31f414d432b2849cfbdddd60497b,1927,?,0,0.5,2035.733333,16.5,1,20,1,1,0,1.051452,4820,5068,2,40277,cluster1,cluster1
268,3817,6729bdde41a837ab8dcea3b4df9286ef,1925,?,0,0.5,4501.583333,17.5,1,30,0.5,0,0,0.927425,2990,2773,2,57876,cluster1,cluster1
269,4967,857ebdd301683b85949cc94ab9fc77fa,1922,?,0,2,?,17,1,20,0,0,0,0.000072,139057,10,1,38679,cluster1,cluster1
270,4723,7f947e39987d360faa661d185fd90d22,1916,?,0,0.9,343.155556,16.9,3.333333,14,0.1,0,0,1.859024,1291,2400,10,27621,cluster1,cluster1
271,5919,a1ceb67e926a3c7db6205f21576e854f,1903,?,0,1,?,17,1,40,0,0,0,1.119179,14818,16584,1,76339,cluster1,cluster1
272,3696,643d635b6b05390783fc8cfdb08feb10,1900,?,0,0,?,10,1,38,1,0,0,0.736441,14714,10836,1,72735,cluster1,cluster1
273,7771,d461f406e94f31c980bf927266ce0e79,1898,?,0,0,?,25,1,65,1,0,0,0.208167,33819,7040,1,123933,cluster1,cluster1
274,1377,2444f18132953a3d86ada449a9d07548,1896,?,0,1.5,2361.85,11,1,109,0.5,1,0,0,825,0,2,207212,cluster1,cluster1
275,3754,65b3383bd72533f0bf95375c2ae7924e,1896,?,0,0,?,16,1,12,1,0,0,0.797554,48902,39002,1,23773,cluster1,cluster1
276,2686,48e004ddfa80319093f82200b74dc692,1883,?,0,0,35.975,15.666667,3,21,1,0,0,0.353393,781,276,3,41338,cluster1,cluster1
277,4235,72959a3b52813d1e900161a7ca5067ed,1883,?,0,1,10.370833,17.555556,9,3,0,0,0,1.9861,2518,5001,9,6968,cluster1,cluster1
278,4548,7abc11fb5f0d36e58cf93c35e190245f,1875,?,0,1,2887.158333,14,1,0,0,1,0,0.653846,26,17,7,72,cluster1,cluster1
279,930,186c62aba1c6329db27a7a50a324eaf6,1873,?,0,2,?,10,1,7,0,0,0,1.013197,13488,13666,1,14026,cluster1,cluster1
280,1908,32c81147360c33f5a2bb55665c1a556a,1873,?,0,0,0.116667,5.5,2,45,1,0,0,2.749313,1819,5001,2,85744,cluster1,cluster1
281,6981,bebc9b2f6e5835cfa69ba2c162292dde,1865,?,0,1,?,9,1,203,0,0,0,0.459829,4095,1883,1,378756,cluster1,cluster1
282,3691,642e535fb84f3dc8bf1fe0c1c461386e,1860,?,0,2,8619.116667,17.333333,1,19,1,0,0,0.001324,126884,168,3,36777,cluster1,cluster1
283,1332,235d6399530630ca9ef5bd694da8044e,1859,?,0,0,?,2,1,43,1,0,0,0.000955,62803,60,1,81350,cluster1,cluster1
284,4104,6f4f499f8a7433c1909f405dfdf05fad,1859,?,0,1,2965.613333,17,2,5,1,0,0,0.472973,74,35,6,9799,cluster1,cluster1
285,6671,b62c71c1260b3460b4a156bc3cdb61fb,1859,?,0,0,4860.658333,2,1,3,1,0,0,0,8178,0,3,5935,cluster1,cluster1
286,1531,28956aa6fafc389da5ba7afb0feaaaa6,1855,?,0,0,?,15,1,14,3,0,0,0.088741,15348,1362,1,27476,cluster1,cluster1
287,7282,c70ee2e6c28e3d6eb57d48f6f8a15e18,1854,?,0,1,?,7,1,5,0,0,0,0.059199,163228,9663,1,9499,cluster1,cluster1
288,4643,7d610c8e64ed3cdea4d2a9c25246b313,1853,?,0,0,?,4,1,43,0,0,0,0.054341,18531,1007,1,80793,cluster1,cluster1
289,1385,2491976196d13673a4923923439e7e25,1845,?,0,1,1320,13,1,144,0,1,0,1.09433,3774,4130,2,266882,cluster1,cluster1
290,4497,79973e3178ec3474b47986b1f1029604,1844,?,0,0,?,3,1,155,1,0,0,0.110213,5317,586,1,286183,cluster1,cluster1
291,4737,7fd7eb8a004b34b79f0c02e5ab6a53ff,1844,?,0,2,849.930556,15.4,2.5,9,0,0,0,0.157895,57,9,25,17563,cluster1,cluster1
292,5629,990023259eb3335194b9649b3f751526,1844,?,0,0,17447.9,10,1,20,0.5,0,0,0.405575,10511,4263,2,38569,cluster1,cluster1
293,1251,214a2616c53b3073847ffd5de6bdfc1a,1835,?,0,1,0.416667,23,2,71,1,0,0,2.424847,1956,4743,2,132101,cluster1,cluster1
294,8038,dc3c40aa3c563b8797b0f66a1378dfb5,1832,?,0,2,?,13,1,72,1,1,0,0.248058,19306,4789,1,132044,cluster1,cluster1
295,8389,e7199aaa9d0d36bcaac37791c6e69069,1832,?,0,0,1290.105556,10,1.333333,116,1,0,0,0.593119,8661,5137,4,213904,cluster1,cluster1
296,1837,31202bff2e7b36e0b2a731778bde541d,1830,?,0,0,5791.672222,0,1,61,0,0,0,0.504335,262409,132342,4,113448,cluster1,cluster1
297,92,0263310907ea3c05948f20c1c31b8123,1822,?,0,1.25,740,19,2,97,0,0,0,0.008092,62651,507,4,178178,cluster1,cluster1
298,5897,a0ed39d7c2633013b55b277e31b2f9bd,1813,?,0,0.5,6096.083333,16.5,1,160,1,0,0,1.65104,3029,5001,2,290361,cluster1,cluster1
299,2932,4fb5325e461135139065c815781e6e89,1812,?,0,1.956522,753.006818,15.869565,2.875,1,0,1,0,1.783019,106,189,23,2066,cluster1,cluster1
300,5960,a31c4a7a7e92394a9bbda5debfbff41b,1812,?,0,0,669.966667,8.428571,1.75,116,0,1,0,0.639116,9183,5869,7,211113,cluster1,cluster1
301,3254,58a8f01f3f303e4f91d98aadd5b22dd5,1807,?,0,0,?,19,1,173,1,0,0,0.491446,3215,1580,1,312803,cluster1,
302,7867,d7ad974ebdc83d6dbaba67246d0993a4,1806,?,0,0.5,11.716667,14,2,6,0,0,0,0.844767,2828,2389,2,11358,cluster1,
303,8758,f1b1a45ef6b231fe969baf291743b8a9,1801,?,0,1,19.408333,12.333333,3,31,0,0,0,0.188218,2088,393,3,55911,cluster1,
304,1600,2aa68814d35f353ea0f065a7e59d67f6,1796,?,0,0,1.905556,24.75,4,15,1,1,0,0.472751,3101,1466,4,27871,cluster1,
305,4450,781b709bc94538fd98417e7e9a1955a8,1791,?,0,1,?,23,1,14,0,1,0,0.766786,14506,11123,1,25760,cluster1,
306,1010,1a56c8db68833379a0ae38454df26dab,1790,?,0,0,?,10,1,89,1,0,0,1.038755,9160,9515,1,161050,cluster1,
307,8357,e635a9efa8a63fd3a2137e003cbb4785,1790,?,0,0,?,9,1,304,1,0,0,1.350527,3703,5001,1,545441,cluster1,
308,4054,6dd160af6f9c38aca4ce3e9dfc15f0a8,1782,?,0,1,?,14,1,272,0,0,0,0.631573,35980,22724,1,485962,cluster1,
309,8630,ee5b0db9e7103f82b47e3aa5d2536ec4,1781,?,0,0,?,9,1,4,0,0,0,0.000235,34086,8,1,8849,cluster1,
310,4820,81b342c9f47c3450b91a90ef2c475ff8,1780,?,0,1,2403.405556,15.428571,1.4,56,0,0,0,0.021277,4747,101,7,100301,cluster1,
311,1914,32efaa644d8e33adb04afebd3860aa3b,1771,?,0,1,4316.783333,14.5,1,105,0,0,0,0.965517,435,420,2,187563,cluster1,
312,2836,4d05534bcc053f7e8a0cfdc63bfe4e74,1769,?,0,1,?,21,1,4,2,0,0,0.000443,87942,39,1,7969,cluster1,
313,6374,ae74f75a1f913ccb867efc2e27045a20,1767,?,0,1,?,11,1,35,1,0,0,0.279876,14167,3965,1,62070,cluster1,
314,4907,83e199a550333497a13449527cdd6d1b,1760,?,0,1,2865.366667,12,1,355,0,0,0,0.015654,1597,25,2,625448,cluster1,
315,5804,9e3883cb7c563ca5bd52ca702783f681,1760,?,0,0.5,2659.533333,16.5,1,60,1,0,0,1.95623,2536,4961,2,107092,cluster1,
316,2546,44fa2230d8be3624b27fc01761e4e6e9,1753,?,0,1,130.925,16.666667,3,44,1,1,0,0.29938,1129,338,3,78113,cluster1,
317,7505,cd08a7e08bf232fdaaa1051d8d8c22ec,1745,?,0,0,?,14,1,97,1,0,0,0.035323,23073,815,1,169582,cluster1,
318,3029,5272deca0d813da4a13f20f73160bbc1,1739,?,0,0,?,0,1,0,0,0,0,0.613503,23462,14394,1,133,cluster1,
319,7760,d3f87caf357231089b2a7ffb0ec78fc7,1739,?,0,0.5,27.866667,19,2,0,2,0,0,0.433472,7200,3121,2,696,cluster1,
320,2227,3b49adfd5d0a39cebe3b80db5f049d9e,1735,?,0,1,?,17,1,20,0,0,0,0.002249,19117,43,1,35587,cluster1,
321,5420,927c575ba49535a1a032b5b0be7b9c92,1718,?,0,1,7900.733333,15.666667,1,144,0,0,0,0.100136,3665,367,3,248929,cluster1,
322,696,1302cec5165f33f086b10fedcd33b44f,1707,?,0,1,2929.158333,13.571429,3.5,5,0,0,0,0.253342,2992,758,7,9151,cluster1,
323,3244,5857e8d4c85b37eaad9d4e416a688642,1697,?,0,1,7200,19,1,79,1,0,0,0.00027,7416,2,3,135259,cluster1,
324,1517,284a4ef901d639128003a2a4a3d01f77,1696,?,0,0,?,0,1,168,0,0,0,0.615215,3628,2232,1,285156,cluster1,
325,2139,38babc9f7c433b8982076a9113ea925c,1696,?,0,0,?,0,1,217,0,0,0,0.48127,3684,1773,1,368578,cluster1,
326,5186,8bfaede265593b0bb11664288b0d4e19,1696,?,0,0,?,0,1,209,0,0,0,0.506575,3346,1695,1,355005,cluster1,
327,9245,ffbe2328231e368ba9a0ea263659943b,1696,?,0,0,?,0,1,188,0,0,0,0.386181,3734,1442,1,319172,cluster1,
328,7964,daa3ac3f7cbe32dabcb9bd76a02915d4,1692,?,0,1,?,18,1,83,0,0,0,0.601924,10601,6381,1,141132,cluster1,
329,4347,7558d6173eaf3006b06ddeea581adabb,1682,?,0,1,?,14,1,110,0,0,0,0.170877,12787,2185,1,186031,cluster1,
330,2597,4628e9e9e5a035eeb0d0480c4122dce4,1671,?,0,1,?,19,1,31,1,0,0,0.628667,17386,10930,1,52584,cluster1,
331,2469,42d4af0c182a3490b6ee3a12b7ce0970,1668,?,0,1,640.02381,9.533333,7.5,1,1.066667,0,0,1.762376,101,178,15,3186,cluster1,
332,7935,d9afffb9e1913f10998b25604a75b9a2,1668,?,0,1,?,15,1,4,0,0,0,0.063609,11838,753,1,7403,cluster1,
333,7898,d8730cdf20793f868d62a6d4597c1b95,1647,?,0,1.285714,208.633333,14.142857,3.5,1,0.285714,0,0,1.709677,155,265,7,2563,cluster1,
334,6595,b4411d8034743454ad9644f989ae564f,1644,?,0,1,?,5,1,105,0,0,0,0.274933,7791,2142,1,173567,cluster1,
335,1050,1b7bc579f3f53a77b262ad586bc7cf81,1642,?,0,0,?,22,1,50,2,1,0,0.492381,9647,4750,1,83650,cluster1,
336,3543,60640924f35b3240b5c1b2dd32ca93ba,1634,?,0,2,?,16,1,67,0,0,0,1.038276,26570,27587,1,110366,cluster1,
337,4485,791571668aee3b008a990593219b9602,1623,?,0,1,?,9,1,284,0,0,0,0.000335,2983,1,1,461261,cluster1,
338,5465,942446a42de23dabb122663926dfcf9e,1619,?,0,0.333333,1284.066667,14.333333,1.5,91,1,1,0,1.841371,2509,4620,3,148363,cluster1,
339,1227,20be1654ecd138b19cc5711a16dbb1fa,1614,?,0,0,?,12,1,176,1,0,0,1.258486,2298,2892,1,285191,cluster1,
340,4132,6ffa860cfd983c2daf86a9e10f333ed8,1608,?,0,0,?,10,1,71,0,1,0,0.068759,16696,1148,1,115259,cluster1,
341,4182,715c89abb2b738d5a65f44533bd1c9e6,1606,?,0,1,?,16,1,294,0,0,0,0.004444,675,3,1,472484,cluster1,
342,6271,ab6750be2dba32e2b7e753a9b15be17b,1603,?,0,0,?,0,1,184,0,0,0,0.848301,2973,2522,1,295447,cluster1,
343,1297,22492909c01e351897052a8dd7806b06,1598,?,0,1,5722.444444,13.25,1.333333,336,0,0,0,0.80518,67298,54187,4,537512,cluster1,
344,8612,ed9adf976f573341afbf5cf3245cd444,1597,?,0,0,1639.033333,17.5,1,48,1,0,0,0.107486,9778,1051,2,77916,cluster1,
345,3322,5abfa32d16f9332f82aabc83a1b35081,1592,?,0,2,?,20,1,8,0,0,0,0.124305,14577,1812,1,13985,cluster1,
346,2924,4f974a18ed5f321e93b0aceb5595a694,1585,?,0,1,2972.627778,20,1.166667,173,0,0,0,0.798201,2334,1863,7,274647,cluster1,
347,7138,c316f386d995308bbd6c452f70e82b37,1585,?,0,2,1544.75,18.5,1,0,0,0,0,0.521283,5051,2633,2,1210,cluster1,
348,2000,3541b42e97bb313b81dfe11ed3dd1264,1584,?,0,1,?,21,1,66,1,0,0,0.172134,13321,2293,1,105281,cluster1,
349,2721,49e4a68a268235c89035beb77d27cd64,1572,?,0,0,?,0,1,22,0,0,0,0.925298,134387,124348,1,34671,cluster1,
350,3716,64cf5819d55934d7a01386eb6f662aeb,1558,?,0,0,11519.2,11,1,1,0,0,0,0.063875,5589,357,2,2638,cluster1,
351,3768,65ec0e6d01403ea394e1b865e7347f30,1550,?,0,0,0.216667,10.5,2,52,1.5,0,0,0.682698,33082,22585,2,82084,cluster1,
352,8587,ecdc8f6f5a113ab09da4ad1a08076055,1545,?,0,0,765.516667,0,1,176,0,0,0,0.107514,865,93,2,272550,cluster1,
353,3490,5ef9d9dcf24a35fe95daa6dfc730ffc1,1535,?,0,2,?,16,1,115,0,0,0,0.875133,31009,27137,1,177581,cluster1,
354,1011,1a6a9de2420c3411a151847c79e7e390,1530,?,0,0,?,0,1,212,0,1,0,0.27139,1496,406,1,324637,cluster1,
355,2369,3f9e94ba69513da39a54851e39e3d42e,1516,?,0,3,?,14,1,47,1,0,0,0.010511,50901,535,1,71591,cluster1,
356,7868,d7b453af5db437188759bbe8fd0903a6,1503,?,0,1,?,19,1,19,0,0,0,0.834591,9274,7740,1,29994,cluster1,
