name,domain,author_guid,author_screen_name,author_full_name,author_twitter_id,created_at,statuses_count,followers_count,favourites_count,friends_count,listed_count,language,profile_background_color,profile_background_tile,profile_banner_url,profile_image_url,profile_link_color,profile_sidebar_fill_color,profile_text_color,default_profile,contributors_enabled,default_profile_image,geo_enabled,protected,location,notifications,time_zone,url,utc_offset,verified,is_suspended_or_not_exists,author_type,bad_actors_collector_insertion_date,xml_importer_insertion_date,vico_dump_insertion_date,missing_data_complementor_insertion_date,bad_actors_markup_insertion_date
jddhesi1,Microblog,419d0e1144a132ff9a8f0b2ca39451db,jddhesi1,Jeanine,2704359170,Sun Aug 03 15:26:43 +0000 2014,555,22,5,762,2,en,C0DEED,0,,https://pbs.twimg.com/profile_images/541019148474544128/10CNPRUA_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
PATRICIAFJ1,Microblog,9a9b3f6db989379e9a6c225937d1e8a2,PATRICIAFJ1,PATRICIA FERNANDEZ,183869187,Sat Aug 28 02:43:33 +0000 2010,1,2,0,1225,0,es,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
leslieking25561,Microblog,e43187a956703d388ac12daeac55d666,leslieking25561,Leslie King,7.39698E+17,Mon Jun 06 05:56:58 +0000 2016,0,0,0,82,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
qaquuitl,Microblog,fbb181eb257a31d087c83592ad6265d1,qaquuitl,qaquuitl,1032265484,Mon Dec 24 09:00:37 +0000 2012,39,4,25,352,1,en,ACDED6,0,,https://pbs.twimg.com/profile_images/728496369950851072/Y7cAklaH_normal.jpg,38543,F6F6F6,333333,0,0,0,0,0,Hanover town IN USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
lavellepatrick2,Microblog,d4a8192043413143ae215e2cab7e2513,lavellepatrick2,Lavelle PATRICK,7.39662E+17,Mon Jun 06 03:37:19 +0000 2016,0,1,0,81,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
tuanlove390ct,Microblog,a62c058428f030b98e6d2dbc0e0192a0,tuanlove390ct,tuanlove390ct,4188413714,Tue Nov 10 08:33:46 +0000 2015,14,4,1,1258,0,vi,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
mintagreen24251,Microblog,94610efab8d43c96918fa3c5f7b258b8,mintagreen24251,Minta Green,7.39662E+17,Mon Jun 06 03:37:26 +0000 2016,0,7,0,102,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
zewu18,Microblog,3dd4a470368732278d184ec4ef41f1b5,zewu18,Osvaldo Taylor,2954775592,Thu Jan 01 12:49:06 +0000 2015,38,4,35,429,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954775592/1460043997,https://pbs.twimg.com/profile_images/718102638714179584/wBniNhBR_normal.jpg,00A0DF,00A0DF,0,0,0,0,0,0,West Union town WV USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
PelaezKeren,Microblog,a78f2afb16cf366e8ea68c0a2d173f39,PelaezKeren,Keren Pelaez,7.46589E+17,Sat Jun 25 06:20:04 +0000 2016,0,5,0,54,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
AyseMeltemAyman,Microblog,bba6afb30fdf33c092a10662a518bcee,AyseMeltemAyman,AYSE YETKIN,419553050,Wed Nov 23 13:59:31 +0000 2011,205,30,0,1007,0,tr,642D8B,1,,https://pbs.twimg.com/profile_images/709055349131759616/HfYAcPIT_normal.jpg,FF0000,7AC3EE,3D1957,0,0,0,0,0,,0,Greenland,None,-7200,0,0,bad_actor,26/06/2016 10:35,,,,
idwesley1,Microblog,881ba056bc8131cdbf9685b38438ec09,idwesley1,Idahosa Wesley Efosa,7.02525E+17,Wed Feb 24 16:07:56 +0000 2016,1,18,2,788,0,en,F5F8FA,0,,https://pbs.twimg.com/profile_images/702526614391824385/8LuCPTRM_normal.jpg,2B7BB9,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
SuperJohnnyTime,Microblog,570d2b4fc7da3d45b96bfa38edfeca51,SuperJohnnyTime,Johnny Barton,1253326621,Sat Mar 09 03:42:13 +0000 2013,1,7,0,680,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,Mt. Shasta CA,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
xowiaoq,Microblog,6b996a4c97bf380b8d79cf5d138a1790,xowiaoq,Hortensia Kelly,1025941280,Fri Dec 21 08:21:57 +0000 2012,44,3,22,431,0,en,C6E2EE,0,,https://pbs.twimg.com/profile_images/726469932267917313/vuaGPmlC_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,Richboro United States,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
agard_stephani,Microblog,04f900255e333a7a8717d22673167649,agard_stephani,Stephani Agard,7.46559E+17,Sat Jun 25 04:20:26 +0000 2016,0,2,0,46,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
ShashaankB,Microblog,61c01cb139cf350e84954661ff94f6f7,ShashaankB,shashaank.birava,425058083,Wed Nov 30 14:13:38 +0000 2011,1,9,0,1318,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
GravesKay,Microblog,a097c62a61023ab08ec7dadb50321f9a,GravesKay,Kay Graves,441458468,Tue Dec 20 03:34:48 +0000 2011,10,4,1,1117,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
rafrobinsono,Microblog,df0f4bc790ac345085561b0523e85d08,rafrobinsono,Rafael Robinson,2954379046,Thu Jan 01 06:21:06 +0000 2015,43,6,33,401,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954379046/1460011685,https://pbs.twimg.com/profile_images/717967096886366208/g2S-y6dz_normal.jpg,0C9609,0C9609,0,0,0,0,0,0,Spring Hill PA USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
AshlieAissi,Microblog,4cdf405fa9803e5fa81ea79aa98e9a52,AshlieAissi,Ashlie Aissi,7.39627E+17,Mon Jun 06 01:17:55 +0000 2016,0,1,0,91,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
KuronoAngel,Microblog,a4d062feab7930b1b17ebbf81e0fce7d,KuronoAngel,Ichigo Uchiha,519905064,Fri Mar 09 23:10:59 +0000 2012,1036,838,46,1083,3,es,DADDC0,0,https://pbs.twimg.com/profile_banners/519905064/1399902205,https://pbs.twimg.com/profile_images/746830260352749568/fJ_yJFts_normal.jpg,877F63,E2EAEF,6C961C,0,0,0,0,0,Guacara,0,Caracas,None,-16200,0,0,bad_actor,26/06/2016 10:39,,,,
RegineMelani,Microblog,3985b53349453908a2b06903ea2b6318,RegineMelani,Regine Melani,7.39611E+17,Mon Jun 06 00:11:06 +0000 2016,0,1,0,132,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
MOadtaxt1982,Microblog,9a0779a90efd3d71a7a6b8409c1afe19,MOadtaxt1982,April Ramirez,2954379052,Thu Jan 01 06:21:10 +0000 2015,21,5,17,434,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954379052/1460011669,https://pbs.twimg.com/profile_images/717967071062204416/Z3o49V6K_normal.jpg,27142,27142,0,0,0,0,0,0,Kaltag city AK USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
xaejt1982,Microblog,c24215905e9930028783147438a5fffe,xaejt1982,Cael Carter,2954420014,Thu Jan 01 07:02:52 +0000 2015,38,5,26,434,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954420014/1460012178,https://pbs.twimg.com/profile_images/717969092246810624/voMkMeZi_normal.jpg,C826FA,C826FA,0,0,0,0,0,0,Wakefield-Peacedale RI USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
refugiopowella,Microblog,f41792e179283b39ad328ca979cd0bae,refugiopowella,refugiopowella,2955009840,Thu Jan 01 16:13:18 +0000 2015,29,7,23,471,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2955009840/1460048820,https://pbs.twimg.com/profile_images/718122781523611648/uzGC15Cd_normal.jpg,AFFC2C,AFFC2C,0,0,0,0,0,0,Oaks village MO USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
eliciabrinkman1,Microblog,5c454ab0bee9338ca24053f74c5a4f25,eliciabrinkman1,Elicia Brinkmann,7.39663E+17,Mon Jun 06 03:37:54 +0000 2016,0,0,0,77,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
guanyufeng,Microblog,b75adb8778ec35148476235d0ff88cff,guanyufeng,???,350773042,Mon Aug 08 08:50:58 +0000 2011,7,6,0,1269,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/1514434563/be6be72fb0_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Beijing China,0,Beijing,None,28800,0,0,bad_actor,26/06/2016 10:35,,,,
Dforte2,Microblog,a5ff3b9bf39931c6b82429efe5ee9d65,Dforte2,Dorothea Forte,120766261,Sun Mar 07 13:44:31 +0000 2010,3,5,32,1290,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/656655189156438016/uVH7W6eu_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,1,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
veysioguz2000,Microblog,b6d92de31d503a8989a53cb845e6ad62,veysioguz2000,VEYS? O?UZ,2190917430,Tue Nov 12 19:31:04 +0000 2013,2,5,2,836,0,tr,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
zodigedn17,Microblog,a05b117229de306280721d3271c1a960,zodigedn17,Devante Howard,1024304436,Thu Dec 20 14:02:03 +0000 2012,22,3,12,362,0,en,FF6699,1,,https://pbs.twimg.com/profile_images/726474748809596929/JqhfKQxc_normal.jpg,B40B43,E5507E,362720,0,0,0,0,0,Pewaukee village WI USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
SAlly_jcooli,Microblog,0558a3311d7733cdbf1bfc4eb99bc446,SAlly_jcooli,Sally Jenkins,1027163384,Fri Dec 21 21:10:51 +0000 2012,27,4,19,376,0,en,ACDED6,0,,https://pbs.twimg.com/profile_images/728505079385325568/egWHOlbw_normal.jpg,38543,F6F6F6,333333,0,0,0,0,0,Denver city Colorado USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
Davro50,Microblog,aa54d79622be3e99bfb7fac6d89a6219,Davro50,Dave Parris,455244283,Wed Jan 04 22:11:22 +0000 2012,0,1,0,1396,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
lucreciak93,Microblog,f31ed1f88b5330c7aa63e820f357355c,lucreciak93,Lucrecia Miller,1031735492,Mon Dec 24 02:06:35 +0000 2012,32,5,31,385,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/728494515754020864/UgmvLpJY_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Burkesville city KY USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
viteimad,Microblog,4bbeaa6e71203d5ba32fe3c98219c6f4,viteimad,Maryanne Torres,1022032524,Wed Dec 19 13:03:47 +0000 2012,30,3,18,415,0,en,C6E2EE,0,,https://pbs.twimg.com/profile_images/725747882972708864/uZ0hERzd_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,South Vienna village OH USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
PabloAltamura,Microblog,f7068837c05239b8b24985c76dbac298,PabloAltamura,Pablo Altamura,2483843036,Thu May 08 14:40:54 +0000 2014,1,16,0,1085,0,es,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
LordBootyClap,Microblog,59ccb777780938ad84fa3591e7c6638e,LordBootyClap,Dustin Moore,83484495,Mon Oct 19 00:40:13 +0000 2009,3300,85,1604,948,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/83484495/1422352556,https://pbs.twimg.com/profile_images/644957532704784385/Oo5XdpHu_normal.jpg,0084B4,DDEEF6,333333,1,0,0,1,0,,0,Arizona,None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
vancepward,Microblog,d5b5af6acd8134068a51a40011465aec,vancepward,Vance Ward,1031329080,Sun Dec 23 21:06:13 +0000 2012,30,3,23,344,1,en,FF6699,1,,https://pbs.twimg.com/profile_images/728495474227843072/2SXujKlf_normal.jpg,B40B43,E5507E,362720,0,0,0,0,0,Hadar village NE USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
SherrellFrye,Microblog,e40a13a628d93804ba82bb6538dfe0e0,SherrellFrye,Sherrell Frye,7.39664E+17,Mon Jun 06 03:42:42 +0000 2016,0,8,0,106,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
SolomonBluvz,Microblog,55277bb8f546387f90f80f9e2a319b2d,SolomonBluvz,Solomon Butler,1025826643,Fri Dec 21 06:51:11 +0000 2012,24,4,17,414,0,en,FF6699,1,,https://pbs.twimg.com/profile_images/726465999554416641/WkZd1Zjy_normal.jpg,B40B43,E5507E,362720,0,0,0,0,0,Forest city town NC USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
SantangeloFiona,Microblog,b4cf15c9cc903066a59d369a1a3add45,SantangeloFiona,Fiona Santangelo,7.36069E+17,Fri May 27 05:37:00 +0000 2016,1,3,0,205,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
JUubd1986,Microblog,b714803a306f307f9c56b9549e26032b,JUubd1986,Terrilyn Butler,2954346327,Thu Jan 01 06:58:04 +0000 2015,43,4,32,433,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954346327/1460012083,https://pbs.twimg.com/profile_images/717968810997846016/2ryeRkbn_normal.jpg,00FE7B,00FE7B,0,0,0,0,0,0,Redan GA USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
donchuchukay,Microblog,a8aaf5b5437e39e9bf454011bbac2755,donchuchukay,Donchuks,990535512,Wed Dec 05 09:14:43 +0000 2012,106,27,154,1420,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/990535512/1460309097,https://pbs.twimg.com/profile_images/738467538938568706/_bH5Ooei_normal.jpg,0084B4,DDEEF6,333333,1,0,0,1,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
JohannesAdeline,Microblog,89f1f3a7bd91332eb4024bcebbf83ab7,JohannesAdeline,Adeline Johannes,7.39628E+17,Mon Jun 06 01:18:47 +0000 2016,0,1,0,91,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
casmzoo,Microblog,bee7f50f4fa937bc937d3b58c0628028,casmzoo,casmzoo,2955165530,Thu Jan 01 18:13:57 +0000 2015,30,6,18,382,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2955165530/1460051616,https://pbs.twimg.com/profile_images/718134580918620160/MEpwWTZm_normal.jpg,7214,7214,0,0,0,0,0,0,Virginia USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:35,,,,
KPSURESHKUMAR1,Microblog,259980d340c539ddb7febf87674d3624,KPSURESHKUMAR1,K.P.SURESH KUMAR,2260057947,Fri Jan 03 13:40:58 +0000 2014,1,2,0,653,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
HassanNikbakhsh,Microblog,5d6e6aa356be3753b9d518ade2e6b091,HassanNikbakhsh,Hassan Nikbakhsh,1503543132,Tue Jun 11 14:11:47 +0000 2013,0,27,0,1012,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/3786005085/36cfe1f72e767a4bff566ca210588577_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:35,,,,
GerardoVillaman,Microblog,4e6c16ede9603d3c99de29892f02a561,GerardoVillaman,Gerardo. Villaman,3408191326,Sat Aug 08 03:38:13 +0000 2015,2,14,0,1049,0,es,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
MaiaEmmons,Microblog,090107ef27b33ad98cf22df5a15cb0bf,MaiaEmmons,Maiadab,472571745,Tue Jan 24 02:44:24 +0000 2012,52,26,403,678,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/434760027492982784/dLTWBWKQ_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,1,1,Texas,0,Central Time (US & Canada),None,-18000,0,0,bad_actor,26/06/2016 10:36,,,,
puifxaz82,Microblog,e55bde9f1475376a8fe7d97f3a64b51a,puifxaz82,Kurtis Diaz,1031470946,Sun Dec 23 22:39:20 +0000 2012,90,3,29,348,0,en,BADFCD,0,,https://pbs.twimg.com/profile_images/728494031659925504/hPd7--IB_normal.jpg,FF0000,FFF7CC,0C3E53,0,0,0,0,0,Plantation city FL USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:36,,,,
keweuza,Microblog,e9fd10c7d59e32f095c878264978d394,keweuza,Vonda Wilson,1026277220,Fri Dec 21 12:16:46 +0000 2012,19,3,11,371,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/726468191644467200/z-nFIXfj_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Hamilton city MT USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:36,,,,
devendorfos,Microblog,00f04a3d9a7a3950be86b7d1730e90a3,devendorfos,devendorf harshfi,7.46471E+17,Fri Jun 24 22:31:59 +0000 2016,0,0,0,13,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
spinus01,Microblog,0ea9b09bd5e33bdcbfeb86080b34b2c5,spinus01,alessandro,4887609190,Mon Feb 08 09:32:04 +0000 2016,1,7,0,690,0,it,F5F8FA,0,,https://pbs.twimg.com/profile_images/696629080607887361/jdgNkCXO_normal.jpg,2B7BB9,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
shirelyghizzon1,Microblog,7c7a4370b01f3fcea034a2f243de7aeb,shirelyghizzon1,Shirely Ghizzoni,7.39645E+17,Mon Jun 06 02:28:58 +0000 2016,0,1,0,91,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
ElliotS25,Microblog,e6043e2d1ca43779a617d749be8372b3,ElliotS25,Zella Mcnamee,1021960045,Wed Dec 19 12:09:54 +0000 2012,18,7,9,355,0,en,B2DFDA,0,,https://pbs.twimg.com/profile_images/725841752192589825/51nb031m_normal.jpg,93A644,FFFFFF,333333,0,0,0,0,0,,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:36,,,,
wilampas,Microblog,19ff3c54f05d3739a4092535a920c497,wilampas,SALVADOR SANCHEZ SAN,345554800,Sat Jul 30 19:55:42 +0000 2011,0,5,0,773,0,es,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
Charlshors,Microblog,ba91f15580513b89b663f520fd9a4c60,Charlshors,Adam,249925608,Thu Feb 10 02:02:49 +0000 2011,48,23,51,813,3,en,C0DEED,0,,https://pbs.twimg.com/profile_images/1239850678/image_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Philadelphia,0,Eastern Time (US & Canada),None,-14400,0,0,bad_actor,26/06/2016 10:36,,,,
1mcotheranbi,Microblog,6728a973b025350aa84126f395de05e6,1mcotheranbi,cotheran bibian,7.46491E+17,Fri Jun 24 23:51:26 +0000 2016,0,0,0,9,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
jesusa_palomino,Microblog,89f78693e42e3642b533219354cedab3,jesusa_palomino,Jesusa Palomino,7.46606E+17,Sat Jun 25 07:30:14 +0000 2016,0,2,0,55,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
BenBenjones1974,Microblog,88b07743e8013f96ad1a7e251eef305e,BenBenjones1974,Ben Jones,2892750708,Fri Nov 07 12:43:40 +0000 2014,0,5,0,1078,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
sagahuk,Microblog,9766d665d62b306dbe0bb791032ec4a9,sagahuk,Keenan Flores,2954157941,Thu Jan 01 02:54:07 +0000 2015,16,3,8,219,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954157941/1460006845,https://pbs.twimg.com/profile_images/717946755103363072/c3dG0Xbv_normal.jpg,4BE799,4BE799,0,0,0,0,0,0,Wood-Ridge borough NJ USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:36,,,,
verdier29,Microblog,b6cde6b86304354a8494076f30fc0002,verdier29,verdier scheele,7.46612E+17,Sat Jun 25 07:51:39 +0000 2016,0,0,0,10,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
Dryden_Yost,Microblog,c2ee3bbb161f315592a51dc0db002ad9,Dryden_Yost,Daniel Yost,373145469,Wed Sep 14 02:20:28 +0000 2011,933,27,40,1280,1,en,BDBDBD,0,https://pbs.twimg.com/profile_banners/373145469/1414443400,https://pbs.twimg.com/profile_images/526839649025531904/cbC9t2pp_normal.jpeg,2C2E2E,70808,FA0519,0,0,0,0,1,,0,Eastern Time (US & Canada),None,-14400,0,0,bad_actor,26/06/2016 10:36,,,,
McComas117,Microblog,603b58000c973b5bab8f28e53aecac63,McComas117,Monnie McComas,7.3961E+17,Mon Jun 06 00:09:30 +0000 2016,0,1,0,117,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
cakarki,Microblog,f36a4a57ad543096934c35c52f3dce98,cakarki,Karki Karki,2884370306,Fri Oct 31 04:42:41 +0000 2014,1,12,0,834,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
SooKayleigh,Microblog,20a2892d71263f7eb7dc255d4a306bb8,SooKayleigh,Kayleigh SOO,7.46541E+17,Sat Jun 25 03:12:08 +0000 2016,0,0,0,59,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
beadles653,Microblog,8bc23a90f7cf32abb1ceab2a2db08e96,beadles653,beadles humpherys,7.46612E+17,Sat Jun 25 07:51:52 +0000 2016,0,0,0,11,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
sengadcx,Microblog,d2c35f3a628f3e1fb88122882fbfeef3,sengadcx,Agn?s Declairieux,2653036425,Sun Jun 29 11:37:40 +0000 2014,5,11,2,689,0,fr,C0DEED,0,,https://pbs.twimg.com/profile_images/483232954357792771/jNGGxkY9_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,Athens,None,10800,0,0,bad_actor,26/06/2016 10:36,,,,
allysonknight14,Microblog,c3c11134a602362e946488c9d0512b4a,allysonknight14,Allyson knight,7.38062E+17,Wed Jun 01 17:38:04 +0000 2016,1,0,0,154,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:36,,,,
